epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,686.783,1.3468,0.89421,0.94364,0.57378,0.31958,0.34962,0.19598,1.34472,0.94932,0.98808,0.000620555,0.000620555,0.000620555
36,706.522,1.36282,0.90351,0.94705,0.50904,0.36272,0.35726,0.19732,1.34764,0.97207,0.98877,0.00060157,0.00060157,0.00060157
37,725.795,1.34465,0.89122,0.94374,0.5941,0.33694,0.36464,0.20858,1.34042,0.93753,0.98175,0.000582435,0.000582435,0.000582435
38,745.287,1.32745,0.88651,0.94077,0.5658,0.33921,0.37233,0.2103,1.33714,0.95169,0.97742,0.000563181,0.000563181,0.000563181
39,765.051,1.32374,0.88274,0.9436,0.45107,0.36938,0.35589,0.20092,1.32308,0.95116,0.98763,0.000543837,0.000543837,0.000543837
40,784.643,1.3329,0.87804,0.93977,0.5888,0.31675,0.3496,0.20155,1.34328,0.96712,0.98334,0.000524434,0.000524434,0.000524434
41,803.958,1.33761,0.8691,0.93701,0.54958,0.35106,0.34099,0.19349,1.34259,0.9542,0.98929,0.000505,0.000505,0.000505
42,823.44,1.31965,0.86239,0.93032,0.54561,0.37258,0.37866,0.21238,1.34405,0.9312,0.98982,0.000485566,0.000485566,0.000485566
43,844.481,1.29589,0.84514,0.92705,0.51316,0.36011,0.35974,0.20196,1.32119,0.93557,0.98383,0.000466163,0.000466163,0.000466163
44,864.085,1.29841,0.83809,0.92345,0.49868,0.3951,0.36649,0.20783,1.32077,0.92231,0.97903,0.000446819,0.000446819,0.000446819
45,883.387,1.28966,0.83832,0.93232,0.56514,0.36095,0.37185,0.20515,1.33577,0.94456,0.9841,0.000427565,0.000427565,0.000427565
46,903.171,1.29174,0.8294,0.92368,0.54275,0.34272,0.35978,0.20625,1.33035,0.94558,0.98187,0.00040843,0.00040843,0.00040843
47,922.928,1.28352,0.82383,0.92301,0.51267,0.36332,0.36217,0.20667,1.3162,0.93118,0.97528,0.000389445,0.000389445,0.000389445
48,942.71,1.29178,0.82669,0.92314,0.55665,0.34961,0.37825,0.21932,1.30615,0.9128,0.9701,0.000370637,0.000370637,0.000370637
49,962.381,1.26107,0.81236,0.92125,0.57875,0.34709,0.37055,0.21166,1.30166,0.91572,0.97132,0.000352037,0.000352037,0.000352037
50,981.771,1.27748,0.80753,0.91914,0.5292,0.36736,0.37979,0.21506,1.30932,0.91909,0.98146,0.000333672,0.000333672,0.000333672
51,1001.6,1.26985,0.79693,0.91806,0.59113,0.36148,0.3872,0.22374,1.29809,0.90545,0.97775,0.000315572,0.000315572,0.000315572
52,1021.26,1.25609,0.80248,0.91284,0.51025,0.35777,0.358,0.21033,1.31097,0.91955,0.97604,0.000297763,0.000297763,0.000297763
53,1040.54,1.2563,0.80025,0.91387,0.55856,0.36215,0.36968,0.21033,1.32802,0.91603,0.9827,0.000280275,0.000280275,0.000280275
54,1059.95,1.25218,0.78971,0.91498,0.53287,0.38939,0.37975,0.21589,1.29459,0.90544,0.97481,0.000263132,0.000263132,0.000263132
55,1080.34,1.24614,0.7869,0.90848,0.63301,0.37067,0.40653,0.23384,1.28723,0.88621,0.97305,0.000246363,0.000246363,0.000246363
56,1100.17,1.23125,0.77789,0.91209,0.66761,0.35743,0.40373,0.23289,1.29294,0.88967,0.97264,0.000229993,0.000229993,0.000229993
57,1119.65,1.23372,0.77159,0.90912,0.59222,0.37628,0.38902,0.23202,1.29001,0.88694,0.97017,0.000214046,0.000214046,0.000214046
58,1139.1,1.23189,0.78121,0.90663,0.59178,0.37856,0.39738,0.22664,1.27901,0.87973,0.96974,0.000198548,0.000198548,0.000198548
59,1158.51,1.23201,0.7751,0.90207,0.55334,0.38378,0.39291,0.22491,1.27666,0.88215,0.96727,0.000183523,0.000183523,0.000183523
60,1178.59,1.20735,0.75468,0.90542,0.67235,0.34531,0.40411,0.23258,1.28255,0.88506,0.97108,0.000168994,0.000168994,0.000168994
61,1198.04,1.21137,0.75702,0.90372,0.57735,0.37123,0.39264,0.22533,1.28276,0.88292,0.9686,0.000154982,0.000154982,0.000154982
62,1218.55,1.21892,0.75578,0.90549,0.54209,0.3729,0.3954,0.22914,1.27681,0.87997,0.96732,0.00014151,0.00014151,0.00014151
63,1238.05,1.19164,0.74423,0.89909,0.61683,0.34801,0.38872,0.2259,1.27558,0.87736,0.96671,0.000128599,0.000128599,0.000128599
64,1257.93,1.18771,0.74305,0.90036,0.66405,0.34013,0.3948,0.22743,1.28208,0.88094,0.96869,0.000116268,0.000116268,0.000116268
65,1277.43,1.18499,0.73292,0.89799,0.59208,0.35971,0.38554,0.22714,1.27509,0.87217,0.96734,0.000104537,0.000104537,0.000104537
66,1297.01,1.19515,0.73282,0.89745,0.54354,0.37172,0.39186,0.23066,1.28114,0.86942,0.97073,9.34225e-05,9.34225e-05,9.34225e-05
67,1316.47,1.185,0.74282,0.89207,0.49295,0.3881,0.3926,0.23056,1.27766,0.87435,0.97111,8.29431e-05,8.29431e-05,8.29431e-05
68,1336.14,1.16852,0.72599,0.89596,0.56268,0.36909,0.3927,0.23107,1.27975,0.87064,0.97718,7.31145e-05,7.31145e-05,7.31145e-05
69,1355.64,1.1917,0.73531,0.89251,0.53635,0.38438,0.39579,0.23364,1.28094,0.87681,0.97189,6.39518e-05,6.39518e-05,6.39518e-05
70,1374.96,1.1784,0.7306,0.89643,0.64148,0.3456,0.39286,0.22929,1.28296,0.87499,0.97059,5.54691e-05,5.54691e-05,5.54691e-05
71,1398.5,1.19588,0.73816,0.90405,0.62132,0.33556,0.37919,0.21844,1.28885,0.89608,0.97486,4.76796e-05,4.76796e-05,4.76796e-05
72,1418.43,1.16701,0.71523,0.89307,0.5584,0.3703,0.3819,0.22192,1.29201,0.8898,0.97488,4.05953e-05,4.05953e-05,4.05953e-05
73,1437.45,1.14703,0.70074,0.89443,0.58219,0.3709,0.39077,0.22506,1.29244,0.88751,0.97491,3.4227e-05,3.4227e-05,3.4227e-05
74,1456.76,1.15532,0.69897,0.89592,0.54975,0.38365,0.38903,0.22577,1.28711,0.88629,0.97124,2.85847e-05,2.85847e-05,2.85847e-05
75,1475.89,1.15817,0.69876,0.89162,0.52363,0.39206,0.39058,0.22614,1.29014,0.88955,0.97333,2.36769e-05,2.36769e-05,2.36769e-05
76,1495.29,1.15388,0.69964,0.89527,0.52683,0.38107,0.38804,0.22652,1.2932,0.8888,0.97227,1.95113e-05,1.95113e-05,1.95113e-05
77,1514.32,1.1489,0.69425,0.88891,0.54383,0.37808,0.38972,0.22918,1.29017,0.8819,0.97102,1.60943e-05,1.60943e-05,1.60943e-05
78,1533.18,1.14461,0.69157,0.89106,0.52237,0.38239,0.3874,0.22622,1.29045,0.88623,0.97046,1.34311e-05,1.34311e-05,1.34311e-05
79,1551.98,1.14475,0.6946,0.89656,0.51168,0.38756,0.38619,0.2264,1.29242,0.88613,0.97135,1.15259e-05,1.15259e-05,1.15259e-05
80,1570.81,1.13827,0.6939,0.88893,0.53609,0.3833,0.38913,0.22772,1.29046,0.88132,0.97133,1.03816e-05,1.03816e-05,1.03816e-05
