epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
37,4530.88,1.26215,0.75859,0.95701,0.64212,0.41303,0.46406,0.27042,1.22031,0.70867,0.94263,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
38,4652.75,1.25745,0.75183,0.95454,0.63421,0.40634,0.45652,0.2685,1.21216,0.70424,0.93856,0.0168954,0.00563181,0.0168954,0.00563181,0.0168954,0.00563181,0.0168954,0.00563181
39,4774.34,1.24719,0.7473,0.95296,0.59491,0.42412,0.46173,0.27107,1.21352,0.70224,0.93876,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
40,4896.19,1.25044,0.74673,0.95261,0.58326,0.42984,0.46719,0.27115,1.214,0.70148,0.94013,0.015733,0.00524434,0.015733,0.00524434,0.015733,0.00524434,0.015733,0.00524434
41,5017.92,1.24576,0.74206,0.94935,0.59758,0.42119,0.46349,0.26978,1.21526,0.70279,0.94119,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
42,5139.73,1.24812,0.74226,0.94996,0.59423,0.4227,0.46638,0.27184,1.21161,0.69794,0.93898,0.014567,0.00485566,0.014567,0.00485566,0.014567,0.00485566,0.014567,0.00485566
43,5261.48,1.2459,0.73832,0.95096,0.61102,0.42512,0.46766,0.2748,1.21006,0.69674,0.93854,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
44,5383.16,1.24006,0.73415,0.94821,0.59755,0.43327,0.46942,0.27475,1.20388,0.69281,0.93615,0.0134046,0.00446819,0.0134046,0.00446819,0.0134046,0.00446819,0.0134046,0.00446819
45,5505.05,1.23914,0.73156,0.94697,0.61542,0.42259,0.47175,0.27468,1.20492,0.69166,0.93432,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
46,5626.94,1.23357,0.72633,0.94563,0.6312,0.42527,0.4756,0.27763,1.20211,0.69236,0.93655,0.0122529,0.0040843,0.0122529,0.0040843,0.0122529,0.0040843,0.0122529,0.0040843
47,5748.56,1.23158,0.72522,0.94631,0.64562,0.42596,0.47971,0.27961,1.2016,0.6897,0.93514,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
48,5870.26,1.2312,0.72348,0.94702,0.61093,0.43122,0.47628,0.27836,1.20159,0.68714,0.93463,0.0111191,0.00370637,0.0111191,0.00370637,0.0111191,0.00370637,0.0111191,0.00370637
49,5992.17,1.22402,0.71716,0.94217,0.60745,0.43604,0.47815,0.27948,1.19957,0.68658,0.93523,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
50,6113.92,1.22828,0.7173,0.94351,0.60435,0.43918,0.47732,0.28099,1.19963,0.68605,0.93365,0.0100102,0.00333672,0.0100102,0.00333672,0.0100102,0.00333672,0.0100102,0.00333672
51,6235.72,1.2208,0.71137,0.94029,0.58254,0.44841,0.4795,0.28121,1.19914,0.68552,0.93363,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
52,6357.79,1.22004,0.70931,0.93937,0.6115,0.43576,0.48264,0.284,1.19756,0.68371,0.9332,0.0089329,0.00297763,0.0089329,0.00297763,0.0089329,0.00297763,0.0089329,0.00297763
53,6479.58,1.22345,0.70853,0.9394,0.60758,0.43867,0.48394,0.28295,1.19716,0.68227,0.93408,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
54,6601.24,1.21552,0.7049,0.94013,0.61706,0.43808,0.48752,0.28545,1.19684,0.68112,0.93238,0.00789397,0.00263132,0.00789397,0.00263132,0.00789397,0.00263132,0.00789397,0.00263132
55,6723.03,1.21116,0.69803,0.93605,0.59756,0.44426,0.48454,0.28395,1.19855,0.68028,0.93315,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
56,6844.82,1.21072,0.69881,0.93605,0.58807,0.44398,0.48221,0.28262,1.19719,0.68061,0.93206,0.00689978,0.00229993,0.00689978,0.00229993,0.00689978,0.00229993,0.00689978,0.00229993
57,6966.61,1.21312,0.699,0.93705,0.63467,0.42302,0.48241,0.28259,1.19549,0.6795,0.93163,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
58,7088.47,1.20222,0.68949,0.9356,0.66186,0.41778,0.48235,0.28331,1.19608,0.67882,0.93159,0.00595645,0.00198548,0.00595645,0.00198548,0.00595645,0.00198548,0.00595645,0.00198548
59,7210.35,1.20478,0.68669,0.93385,0.64829,0.42741,0.48274,0.2825,1.19588,0.67994,0.93178,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
60,7332.19,1.19945,0.68599,0.93161,0.62919,0.42631,0.48375,0.28355,1.19642,0.67886,0.93083,0.00506981,0.00168994,0.00506981,0.00168994,0.00506981,0.00168994,0.00506981,0.00168994
61,7453.8,1.19587,0.68286,0.93358,0.60938,0.44155,0.48261,0.28359,1.19697,0.67851,0.93129,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
62,7575.57,1.20073,0.68441,0.93147,0.63982,0.4277,0.48731,0.28437,1.19569,0.67736,0.93131,0.00424531,0.0014151,0.00424531,0.0014151,0.00424531,0.0014151,0.00424531,0.0014151
63,7697.26,1.19745,0.68285,0.93341,0.64437,0.42856,0.48775,0.28455,1.1944,0.67663,0.93046,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
64,7819.04,1.19263,0.68044,0.93166,0.62747,0.43666,0.48682,0.28398,1.19372,0.67671,0.93053,0.00348804,0.00116268,0.00348804,0.00116268,0.00348804,0.00116268,0.00348804,0.00116268
65,7940.79,1.18882,0.67461,0.93115,0.62623,0.43564,0.48941,0.28479,1.1939,0.67587,0.93015,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
66,8062.62,1.18753,0.67281,0.92942,0.61781,0.44608,0.49056,0.28531,1.19388,0.67586,0.93014,0.00280268,0.000934225,0.00280268,0.000934225,0.00280268,0.000934225,0.00280268,0.000934225
67,8184.27,1.18921,0.67308,0.92922,0.60487,0.45237,0.4882,0.28474,1.19432,0.67584,0.93031,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
68,8306.16,1.18578,0.66996,0.92969,0.59095,0.45163,0.48742,0.28545,1.19461,0.67615,0.93043,0.00219343,0.000731145,0.00219343,0.000731145,0.00219343,0.000731145,0.00219343,0.000731145
69,8428.16,1.18599,0.66887,0.92677,0.59089,0.45263,0.48803,0.2852,1.19419,0.67602,0.93044,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
70,8549.91,1.1806,0.66722,0.92895,0.6144,0.44318,0.48722,0.2856,1.19458,0.6763,0.93058,0.00166407,0.000554691,0.00166407,0.000554691,0.00166407,0.000554691,0.00166407,0.000554691
71,8667.54,1.20356,0.6549,0.93254,0.62289,0.43878,0.48351,0.28227,1.19776,0.6794,0.93214,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
72,8784.57,1.19593,0.64827,0.92851,0.60583,0.44402,0.47994,0.2796,1.19909,0.68112,0.93294,0.00121786,0.000405953,0.00121786,0.000405953,0.00121786,0.000405953,0.00121786,0.000405953
73,8901.53,1.19347,0.64443,0.92774,0.60977,0.44072,0.48015,0.27943,1.19993,0.68145,0.93324,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
74,9018.59,1.1895,0.6415,0.92612,0.61785,0.43147,0.47919,0.2791,1.19919,0.68161,0.93293,0.00085754,0.000285847,0.00085754,0.000285847,0.00085754,0.000285847,0.00085754,0.000285847
75,9135.55,1.1896,0.63955,0.92539,0.60723,0.44131,0.48028,0.27851,1.19872,0.68135,0.93271,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
76,9252.53,1.18758,0.64048,0.92629,0.60665,0.437,0.48161,0.27924,1.1989,0.68092,0.93281,0.000585339,0.000195113,0.000585339,0.000195113,0.000585339,0.000195113,0.000585339,0.000195113
77,9369.53,1.18467,0.63525,0.92406,0.6111,0.43758,0.48195,0.27991,1.19845,0.68035,0.93286,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
78,9486.58,1.18448,0.63706,0.92513,0.61546,0.4373,0.48073,0.27929,1.19866,0.68015,0.93286,0.000402933,0.000134311,0.000402933,0.000134311,0.000402933,0.000134311,0.000402933,0.000134311
79,9603.43,1.18833,0.63852,0.9258,0.60268,0.44301,0.48045,0.27936,1.19867,0.67996,0.93279,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
80,9720.44,1.18484,0.63415,0.92395,0.60505,0.44371,0.48097,0.27945,1.19862,0.67984,0.93276,0.000311449,0.000103816,0.000311449,0.000103816,0.000311449,0.000103816,0.000311449,0.000103816
