epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,1353.95,1.35495,0.87147,0.99879,0.53559,0.33711,0.36004,0.20406,1.31631,0.8279,0.99005,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
12,1476.42,1.35331,0.86554,0.99829,0.50835,0.34967,0.36212,0.20576,1.29519,0.82108,0.97681,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531,0.0286359,0.00954531
13,1598.92,1.34446,0.85507,0.99186,0.52717,0.3733,0.3886,0.21824,1.2977,0.81157,0.97763,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
14,1721.36,1.33927,0.84992,0.99108,0.53995,0.3537,0.36617,0.20812,1.2978,0.7999,0.97751,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886,0.0281066,0.00936886
15,1843.71,1.3345,0.83727,0.98651,0.56606,0.36784,0.39712,0.22468,1.27565,0.78595,0.96996,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
16,1966.05,1.32985,0.83419,0.98435,0.57106,0.35088,0.38346,0.22319,1.27564,0.78364,0.97121,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577
17,2088.37,1.31959,0.82433,0.98158,0.511,0.3651,0.38052,0.22116,1.27502,0.78534,0.96897,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
18,2210.94,1.31622,0.8189,0.97906,0.53458,0.38242,0.40019,0.2288,1.26866,0.78128,0.96243,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732,0.026812,0.00893732
19,2333.63,1.30791,0.81556,0.97723,0.54088,0.39066,0.40533,0.23347,1.26163,0.76908,0.96597,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
20,2456.17,1.31025,0.81009,0.9755,0.55013,0.38523,0.40772,0.23413,1.25916,0.77725,0.96051,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849,0.0260547,0.0086849
21,2578.58,1.30296,0.80667,0.97483,0.52895,0.37476,0.39755,0.23037,1.25761,0.77232,0.96003,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
22,2701.14,1.29454,0.80091,0.97243,0.55152,0.3817,0.41012,0.23793,1.25001,0.75624,0.95696,0.0252302,0.00841006,0.0252302,0.00841006,0.0252302,0.00841006,0.0252302,0.00841006
23,2823.62,1.29697,0.80022,0.97105,0.54736,0.39339,0.42066,0.24272,1.24259,0.75328,0.95447,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477
24,2946.48,1.29225,0.79388,0.96966,0.5482,0.40026,0.42304,0.24156,1.24796,0.75568,0.95583,0.0243435,0.00811452,0.0243435,0.00811452,0.0243435,0.00811452,0.0243435,0.00811452
25,3068.74,1.28664,0.79107,0.96746,0.60025,0.38596,0.4297,0.2474,1.25014,0.74434,0.95351,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
26,3191.07,1.28905,0.78453,0.96598,0.59693,0.38861,0.42079,0.23944,1.23974,0.74416,0.95286,0.0234002,0.00780007,0.0234002,0.00780007,0.0234002,0.00780007,0.0234002,0.00780007
27,3313.41,1.28627,0.78346,0.96576,0.5755,0.40096,0.43187,0.24974,1.23746,0.7406,0.94712,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637
28,3435.86,1.27288,0.77483,0.96151,0.58574,0.39992,0.43069,0.24857,1.23425,0.73708,0.94849,0.022406,0.00746868,0.022406,0.00746868,0.022406,0.00746868,0.022406,0.00746868
29,3558.17,1.27701,0.77491,0.96325,0.61854,0.38309,0.4327,0.25276,1.23583,0.73548,0.94823,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
30,3680.44,1.27698,0.77326,0.96308,0.58722,0.39871,0.43812,0.25676,1.22982,0.72979,0.94549,0.0213671,0.00712237,0.0213671,0.00712237,0.0213671,0.00712237,0.0213671,0.00712237
31,3803.15,1.26908,0.76621,0.95954,0.60712,0.39709,0.43774,0.25856,1.23065,0.7228,0.94518,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428
32,3925.72,1.27123,0.76546,0.95864,0.60656,0.40718,0.4488,0.26264,1.22442,0.71816,0.9435,0.0202898,0.00676328,0.0202898,0.00676328,0.0202898,0.00676328,0.0202898,0.00676328
33,4048.16,1.26242,0.76161,0.95714,0.60406,0.41075,0.45468,0.26531,1.2226,0.71785,0.94361,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
34,4170.62,1.26537,0.76118,0.95656,0.58068,0.41003,0.4477,0.26272,1.21776,0.71663,0.94264,0.0191809,0.00639363,0.0191809,0.00639363,0.0191809,0.00639363,0.0191809,0.00639363
35,4293.46,1.25056,0.74981,0.95506,0.59456,0.41503,0.44767,0.26036,1.21806,0.71539,0.94201,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555
36,4416.24,1.25048,0.75071,0.95326,0.63388,0.40079,0.45563,0.26736,1.21583,0.71167,0.94213,0.0180471,0.0060157,0.0180471,0.0060157,0.0180471,0.0060157,0.0180471,0.0060157
37,4538.9,1.25565,0.7508,0.95472,0.58821,0.40757,0.44923,0.26349,1.21363,0.70978,0.94082,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
38,4661.68,1.25212,0.74561,0.95153,0.60459,0.41223,0.44856,0.26323,1.2114,0.7078,0.93812,0.0168954,0.00563181,0.0168954,0.00563181,0.0168954,0.00563181,0.0168954,0.00563181
39,4784.46,1.24366,0.73872,0.95033,0.60291,0.41619,0.45431,0.26562,1.20856,0.70295,0.93693,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
40,4906.85,1.24543,0.74017,0.94958,0.65235,0.40763,0.46273,0.2686,1.20905,0.70111,0.93773,0.015733,0.00524434,0.015733,0.00524434,0.015733,0.00524434,0.015733,0.00524434
41,5029.14,1.24038,0.73431,0.94634,0.58571,0.43041,0.46289,0.2694,1.20824,0.70018,0.93642,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
42,5151.55,1.2452,0.73537,0.94726,0.61927,0.40785,0.45812,0.26719,1.21034,0.69737,0.93599,0.014567,0.00485566,0.014567,0.00485566,0.014567,0.00485566,0.014567,0.00485566
43,5273.9,1.2417,0.73099,0.94824,0.59757,0.42326,0.46521,0.27142,1.2076,0.69627,0.93665,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
44,5396.85,1.23432,0.72589,0.94542,0.62972,0.40792,0.46536,0.2712,1.20404,0.69375,0.93527,0.0134046,0.00446819,0.0134046,0.00446819,0.0134046,0.00446819,0.0134046,0.00446819
45,5519.81,1.23581,0.72536,0.94505,0.64643,0.40928,0.46712,0.27356,1.20164,0.69092,0.93516,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
46,5642.33,1.22789,0.71957,0.94274,0.60025,0.42777,0.46932,0.27418,1.20123,0.69052,0.93507,0.0122529,0.0040843,0.0122529,0.0040843,0.0122529,0.0040843,0.0122529,0.0040843
47,5764.62,1.22734,0.71759,0.94362,0.6481,0.4189,0.46757,0.27451,1.20054,0.68865,0.93319,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
48,5887.07,1.22861,0.7167,0.94401,0.61568,0.43052,0.47218,0.27824,1.2005,0.68383,0.93244,0.0111191,0.00370637,0.0111191,0.00370637,0.0111191,0.00370637,0.0111191,0.00370637
49,6009.55,1.22051,0.71042,0.93902,0.62274,0.41986,0.47044,0.27634,1.20191,0.68742,0.9329,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
50,6131.98,1.22362,0.70911,0.94035,0.62692,0.42746,0.47274,0.27673,1.20021,0.68395,0.93125,0.0100102,0.00333672,0.0100102,0.00333672,0.0100102,0.00333672,0.0100102,0.00333672
51,6254.6,1.21601,0.70413,0.93792,0.63285,0.41988,0.46713,0.27398,1.19683,0.68468,0.93132,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
52,6377.33,1.21596,0.70254,0.93671,0.63903,0.42313,0.47356,0.27593,1.19638,0.68359,0.93101,0.0089329,0.00297763,0.0089329,0.00297763,0.0089329,0.00297763,0.0089329,0.00297763
53,6499.88,1.21849,0.70138,0.93685,0.62747,0.43117,0.47623,0.27892,1.19548,0.68158,0.93086,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
54,6622.25,1.21008,0.69681,0.93858,0.64561,0.42279,0.47731,0.27831,1.19518,0.68128,0.93135,0.00789397,0.00263132,0.00789397,0.00263132,0.00789397,0.00263132,0.00789397,0.00263132
55,6744.66,1.20702,0.69127,0.93442,0.59448,0.44642,0.47276,0.27641,1.19458,0.6818,0.93056,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
56,6867.02,1.20699,0.69236,0.9346,0.62112,0.42972,0.47548,0.27781,1.19552,0.68027,0.9317,0.00689978,0.00229993,0.00689978,0.00229993,0.00689978,0.00229993,0.00689978,0.00229993
57,6989.36,1.20881,0.69163,0.93446,0.60872,0.43562,0.47552,0.27846,1.1939,0.67987,0.9295,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
58,7111.7,1.19769,0.68409,0.93362,0.6139,0.43946,0.4776,0.27947,1.19344,0.67837,0.92945,0.00595645,0.00198548,0.00595645,0.00198548,0.00595645,0.00198548,0.00595645,0.00198548
59,7233.98,1.19985,0.68058,0.93122,0.65261,0.41786,0.47617,0.27959,1.19344,0.67862,0.92907,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
60,7356.37,1.19545,0.67886,0.92952,0.65551,0.42506,0.47854,0.28019,1.1932,0.67762,0.92852,0.00506981,0.00168994,0.00506981,0.00168994,0.00506981,0.00168994,0.00506981,0.00168994
61,7478.51,1.1926,0.67676,0.93117,0.64841,0.42443,0.47699,0.27923,1.19288,0.6774,0.92913,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
62,7600.79,1.19622,0.67748,0.92877,0.63886,0.43168,0.47959,0.28048,1.19224,0.67626,0.9292,0.00424531,0.0014151,0.00424531,0.0014151,0.00424531,0.0014151,0.00424531,0.0014151
63,7723.25,1.1923,0.67637,0.93005,0.6343,0.42728,0.47884,0.28005,1.1911,0.67691,0.9286,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
64,7845.55,1.18902,0.67475,0.92974,0.62385,0.43719,0.479,0.27982,1.19069,0.67625,0.92863,0.00348804,0.00116268,0.00348804,0.00116268,0.00348804,0.00116268,0.00348804,0.00116268
65,7967.7,1.18476,0.6666,0.92882,0.59767,0.44757,0.48047,0.28003,1.19081,0.67625,0.92845,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
66,8090.09,1.18486,0.66547,0.92727,0.60112,0.44234,0.47845,0.27952,1.19082,0.67615,0.92884,0.00280268,0.000934225,0.00280268,0.000934225,0.00280268,0.000934225,0.00280268,0.000934225
67,8212.41,1.18485,0.66719,0.92756,0.62905,0.43263,0.47903,0.27962,1.19104,0.67616,0.92882,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
68,8334.99,1.18228,0.66441,0.92734,0.63143,0.43153,0.47774,0.27998,1.19226,0.67678,0.92924,0.00219343,0.000731145,0.00219343,0.000731145,0.00219343,0.000731145,0.00219343,0.000731145
69,8457.38,1.18207,0.66137,0.92418,0.60344,0.4387,0.47752,0.28023,1.19164,0.67627,0.92895,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
70,8579.5,1.17696,0.66051,0.9269,0.60304,0.44112,0.47821,0.28035,1.19224,0.67667,0.9288,0.00166407,0.000554691,0.00166407,0.000554691,0.00166407,0.000554691,0.00166407,0.000554691
71,8697.39,1.19827,0.64827,0.92985,0.62262,0.43348,0.4758,0.2776,1.19544,0.67935,0.93075,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
72,8814.72,1.19294,0.64172,0.92591,0.62169,0.43267,0.47464,0.27722,1.19678,0.68056,0.93094,0.00121786,0.000405953,0.00121786,0.000405953,0.00121786,0.000405953,0.00121786,0.000405953
73,8931.94,1.1895,0.63879,0.92542,0.61678,0.43656,0.47352,0.27618,1.19735,0.68106,0.93057,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
74,9049.21,1.18588,0.63438,0.92325,0.6152,0.43883,0.47393,0.27631,1.19657,0.68074,0.93014,0.00085754,0.000285847,0.00085754,0.000285847,0.00085754,0.000285847,0.00085754,0.000285847
75,9166.4,1.18612,0.63372,0.92348,0.61321,0.43906,0.47386,0.27543,1.19693,0.68112,0.93036,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
76,9283.6,1.18417,0.63347,0.92382,0.61242,0.43597,0.47313,0.27556,1.19642,0.68114,0.93043,0.000585339,0.000195113,0.000585339,0.000195113,0.000585339,0.000195113,0.000585339,0.000195113
77,9400.77,1.18201,0.63,0.92264,0.62072,0.43313,0.47281,0.27551,1.19645,0.68109,0.93044,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
78,9517.97,1.18108,0.63073,0.92255,0.61941,0.43228,0.47112,0.27464,1.19627,0.68101,0.93054,0.000402933,0.000134311,0.000402933,0.000134311,0.000402933,0.000134311,0.000402933,0.000134311
79,9635.11,1.18393,0.63165,0.92327,0.61258,0.43721,0.47242,0.27427,1.19637,0.6812,0.9306,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
80,9752.37,1.18294,0.62903,0.92218,0.61249,0.4362,0.47299,0.2748,1.19601,0.68126,0.93066,0.000311449,0.000103816,0.000311449,0.000103816,0.000311449,0.000103816,0.000311449,0.000103816
