epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,382.015,0.6855,0.48839,0.79936,0.46576,0.2679,0.24287,0.12397,1.55016,1.22393,1.08625,0.000543837,0.000543837,0.000543837
21,400.943,0.64245,0.45963,0.79542,0.60238,0.24192,0.24358,0.12441,1.55046,1.32244,1.0859,0.000505,0.000505,0.000505
22,419.669,0.6232,0.443,0.79125,0.48134,0.2578,0.24297,0.1266,1.55364,1.29086,1.09204,0.000466163,0.000466163,0.000466163
23,438.49,0.59118,0.42049,0.78795,0.39859,0.25211,0.2302,0.11843,1.55307,1.3232,1.09277,0.000427565,0.000427565,0.000427565
24,457.198,0.56385,0.40457,0.78532,0.4527,0.27363,0.24564,0.1245,1.54947,1.30515,1.09829,0.000389445,0.000389445,0.000389445
25,476.078,0.53261,0.38639,0.78139,0.45401,0.2649,0.23678,0.12018,1.53361,1.28997,1.08522,0.000352037,0.000352037,0.000352037
26,494.922,0.51837,0.37506,0.7808,0.49237,0.24938,0.2458,0.1265,1.54074,1.27783,1.10034,0.000315572,0.000315572,0.000315572
27,513.805,0.48346,0.35549,0.77731,0.45053,0.25931,0.23901,0.1231,1.54352,1.35413,1.09477,0.000280275,0.000280275,0.000280275
28,532.453,0.46405,0.34337,0.77541,0.51421,0.23912,0.24802,0.12853,1.54206,1.31635,1.09967,0.000246363,0.000246363,0.000246363
29,551.286,0.44179,0.32838,0.77367,0.4766,0.26135,0.24184,0.123,1.54501,1.32589,1.10259,0.000214046,0.000214046,0.000214046
30,570.093,0.42419,0.31987,0.77232,0.47073,0.2634,0.24213,0.1244,1.53527,1.34854,1.10038,0.000183523,0.000183523,0.000183523
31,588.852,0.40281,0.30547,0.77093,0.45859,0.25575,0.24092,0.12373,1.53032,1.33395,1.10048,0.000154982,0.000154982,0.000154982
32,607.551,0.39011,0.29756,0.76947,0.49582,0.24267,0.24141,0.12601,1.53289,1.33277,1.10505,0.000128599,0.000128599,0.000128599
33,626.377,0.37471,0.28901,0.76898,0.46485,0.26192,0.23973,0.12458,1.53778,1.3459,1.10475,0.000104537,0.000104537,0.000104537
34,645.069,0.3621,0.28092,0.76863,0.42302,0.2598,0.2355,0.12112,1.53138,1.34873,1.10354,8.29431e-05,8.29431e-05,8.29431e-05
35,664.41,0.3483,0.27458,0.76787,0.47345,0.26125,0.24135,0.12418,1.52659,1.34512,1.10447,6.39518e-05,6.39518e-05,6.39518e-05
36,683.189,0.34355,0.27119,0.76682,0.46292,0.26264,0.23729,0.12371,1.53253,1.36983,1.10742,4.76796e-05,4.76796e-05,4.76796e-05
37,702.735,0.331,0.26521,0.76734,0.46788,0.25768,0.23643,0.12202,1.52643,1.37164,1.10619,3.4227e-05,3.4227e-05,3.4227e-05
38,721.631,0.32841,0.26273,0.76727,0.45838,0.26617,0.23742,0.12207,1.5278,1.36372,1.10557,2.36769e-05,2.36769e-05,2.36769e-05
39,740.783,0.31939,0.25941,0.76544,0.47085,0.25479,0.23659,0.12189,1.52752,1.36934,1.10613,1.60943e-05,1.60943e-05,1.60943e-05
40,759.814,0.31528,0.25676,0.76662,0.46,0.26223,0.23724,0.12235,1.52706,1.3737,1.10662,1.15259e-05,1.15259e-05,1.15259e-05
