epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,496.965,1.44263,0.99472,0.97047,0.49232,0.32491,0.33505,0.18418,1.42523,1.0206,1.01033,0.000795954,0.000795954,0.000795954
26,516.265,1.41506,0.97447,0.97018,0.4744,0.35106,0.33282,0.18347,1.42245,1.01358,1.0009,0.000780007,0.000780007,0.000780007
27,535.556,1.39515,0.96341,0.97078,0.57765,0.30454,0.34033,0.18579,1.42641,1.03329,1.01043,0.000763637,0.000763637,0.000763637
28,555.706,1.38946,0.95476,0.96233,0.53516,0.34445,0.35922,0.1972,1.40473,1.00443,0.99404,0.000746868,0.000746868,0.000746868
29,575.114,1.38287,0.95922,0.95979,0.50546,0.33649,0.34114,0.18626,1.42312,1.01508,0.99146,0.000729725,0.000729725,0.000729725
30,594.654,1.3774,0.93821,0.95772,0.5005,0.34217,0.35502,0.19073,1.38799,0.99202,0.99892,0.000712237,0.000712237,0.000712237
31,614.598,1.35924,0.9177,0.95364,0.49843,0.36536,0.35335,0.19462,1.39259,0.97114,0.99644,0.000694428,0.000694428,0.000694428
32,634.095,1.33876,0.90707,0.94724,0.46327,0.34845,0.35199,0.19429,1.40155,0.9688,1.00205,0.000676328,0.000676328,0.000676328
33,653.612,1.35143,0.9099,0.94844,0.54553,0.3538,0.36763,0.20237,1.39424,0.98427,1.00088,0.000657963,0.000657963,0.000657963
34,673.903,1.34071,0.90542,0.94283,0.53832,0.33162,0.36018,0.2057,1.38379,0.95342,0.9957,0.000639363,0.000639363,0.000639363
35,693.618,1.3457,0.89427,0.95216,0.53613,0.3341,0.35763,0.19944,1.38541,0.9647,0.99099,0.000620555,0.000620555,0.000620555
36,713.761,1.3359,0.89575,0.94808,0.56124,0.35335,0.37203,0.20715,1.38302,0.96809,0.99501,0.00060157,0.00060157,0.00060157
37,733.258,1.32618,0.88869,0.9388,0.54127,0.34877,0.36901,0.20992,1.38471,0.96415,0.99653,0.000582435,0.000582435,0.000582435
38,753.217,1.33226,0.88012,0.94167,0.54012,0.3454,0.35262,0.1978,1.38573,0.96653,0.99616,0.000563181,0.000563181,0.000563181
39,772.703,1.33093,0.87864,0.93469,0.53119,0.33144,0.35326,0.1987,1.37098,0.95045,0.99606,0.000543837,0.000543837,0.000543837
40,792.298,1.30422,0.85827,0.93804,0.56257,0.3717,0.3673,0.21085,1.36443,0.94168,0.9901,0.000524434,0.000524434,0.000524434
41,812.054,1.33438,0.8853,0.93767,0.53392,0.3748,0.37552,0.20824,1.37103,0.93391,0.98725,0.000505,0.000505,0.000505
42,832.043,1.30936,0.8604,0.93171,0.54321,0.3661,0.37028,0.20449,1.37972,0.9501,0.99998,0.000485566,0.000485566,0.000485566
43,851.916,1.29021,0.84769,0.93025,0.50697,0.36587,0.36641,0.21056,1.33925,0.90558,0.99095,0.000466163,0.000466163,0.000466163
44,871.22,1.28838,0.83568,0.93093,0.57513,0.34762,0.3762,0.20853,1.36496,0.93083,0.99072,0.000446819,0.000446819,0.000446819
45,890.898,1.27127,0.82931,0.92813,0.52385,0.37326,0.37318,0.21247,1.34114,0.91984,0.98343,0.000427565,0.000427565,0.000427565
46,911.22,1.27075,0.8183,0.92086,0.52592,0.35003,0.37279,0.20776,1.35489,0.91079,0.99545,0.00040843,0.00040843,0.00040843
47,931.416,1.2685,0.83592,0.92453,0.57904,0.34795,0.38263,0.21577,1.34975,0.91736,0.98659,0.000389445,0.000389445,0.000389445
48,951.026,1.27097,0.81603,0.92418,0.58858,0.34847,0.39264,0.21972,1.35256,0.90729,0.97921,0.000370637,0.000370637,0.000370637
49,970.63,1.25096,0.80665,0.91634,0.64436,0.3736,0.40652,0.23483,1.35012,0.89442,0.9832,0.000352037,0.000352037,0.000352037
50,990.459,1.24637,0.79597,0.91434,0.6184,0.34252,0.38406,0.22186,1.3396,0.90319,0.98991,0.000333672,0.000333672,0.000333672
51,1010.52,1.25364,0.80553,0.91926,0.56147,0.37619,0.39748,0.22937,1.34309,0.89017,0.9816,0.000315572,0.000315572,0.000315572
52,1030.05,1.24144,0.79242,0.91444,0.55524,0.39851,0.39821,0.22186,1.34654,0.89962,0.98261,0.000297763,0.000297763,0.000297763
53,1049.61,1.25852,0.79728,0.91764,0.53021,0.3803,0.3938,0.22768,1.32933,0.89844,0.98254,0.000280275,0.000280275,0.000280275
54,1069.21,1.22375,0.78158,0.91453,0.55455,0.36817,0.38785,0.21771,1.32463,0.89258,0.97645,0.000263132,0.000263132,0.000263132
55,1088.69,1.21777,0.77193,0.91234,0.51968,0.37468,0.38676,0.22431,1.3334,0.88033,0.98116,0.000246363,0.000246363,0.000246363
56,1108.7,1.23956,0.77818,0.90914,0.5757,0.37753,0.40429,0.23544,1.32498,0.89059,0.97591,0.000229993,0.000229993,0.000229993
57,1127.98,1.2193,0.7632,0.90418,0.55245,0.37826,0.37984,0.21604,1.34966,0.93973,0.98563,0.000214046,0.000214046,0.000214046
58,1147.49,1.23881,0.77573,0.90546,0.61299,0.34555,0.38257,0.22329,1.33337,0.90575,0.97963,0.000198548,0.000198548,0.000198548
59,1167.66,1.21995,0.7629,0.90213,0.54868,0.38088,0.38754,0.2188,1.33506,0.89223,0.98124,0.000183523,0.000183523,0.000183523
60,1187.12,1.20315,0.74656,0.89857,0.62537,0.36908,0.39281,0.22353,1.34026,0.88266,0.98204,0.000168994,0.000168994,0.000168994
61,1206.99,1.19493,0.74833,0.9003,0.52604,0.39881,0.39413,0.22175,1.33506,0.88428,0.98522,0.000154982,0.000154982,0.000154982
62,1226.75,1.19987,0.74832,0.90556,0.56137,0.37159,0.39688,0.22283,1.33773,0.88101,0.98778,0.00014151,0.00014151,0.00014151
63,1246.04,1.18781,0.74597,0.89826,0.67909,0.3595,0.41489,0.23529,1.31889,0.87069,0.98217,0.000128599,0.000128599,0.000128599
64,1266.14,1.19276,0.73915,0.90096,0.56262,0.39475,0.39865,0.22607,1.32337,0.88301,0.98435,0.000116268,0.000116268,0.000116268
65,1285.99,1.18093,0.73204,0.89835,0.60481,0.36861,0.40054,0.23002,1.32272,0.87442,0.98014,0.000104537,0.000104537,0.000104537
66,1306.07,1.17164,0.73032,0.89766,0.5522,0.3983,0.39851,0.22757,1.32909,0.87738,0.98613,9.34225e-05,9.34225e-05,9.34225e-05
67,1325.56,1.17795,0.72924,0.89728,0.60328,0.36262,0.39693,0.22518,1.32455,0.8812,0.98392,8.29431e-05,8.29431e-05,8.29431e-05
68,1345.15,1.17666,0.72666,0.89752,0.56392,0.40063,0.4014,0.22843,1.31579,0.8764,0.97992,7.31145e-05,7.31145e-05,7.31145e-05
69,1364.54,1.17917,0.73079,0.89533,0.57681,0.38444,0.39721,0.22682,1.31107,0.86673,0.97801,6.39518e-05,6.39518e-05,6.39518e-05
70,1384.3,1.17608,0.72108,0.89183,0.56831,0.39142,0.40546,0.22837,1.30611,0.86218,0.97734,5.54691e-05,5.54691e-05,5.54691e-05
71,1406.89,1.18136,0.73087,0.90418,0.60198,0.34896,0.38174,0.21556,1.33442,0.89101,0.9897,4.76796e-05,4.76796e-05,4.76796e-05
72,1425.89,1.159,0.70124,0.89979,0.5819,0.37805,0.38421,0.2165,1.33637,0.88102,0.99157,4.05953e-05,4.05953e-05,4.05953e-05
73,1445.18,1.15683,0.70364,0.89615,0.60547,0.3645,0.38822,0.22007,1.33995,0.88703,0.98967,3.4227e-05,3.4227e-05,3.4227e-05
74,1464.01,1.14838,0.70263,0.89404,0.63867,0.35632,0.39177,0.22038,1.33447,0.88217,0.98965,2.85847e-05,2.85847e-05,2.85847e-05
75,1482.98,1.15362,0.6984,0.89323,0.62674,0.36469,0.39231,0.2216,1.33392,0.87949,0.98849,2.36769e-05,2.36769e-05,2.36769e-05
76,1501.79,1.13908,0.69168,0.88964,0.58091,0.37811,0.38933,0.21953,1.33403,0.88011,0.98909,1.95113e-05,1.95113e-05,1.95113e-05
77,1520.68,1.15506,0.70061,0.89609,0.58121,0.37913,0.38797,0.22072,1.33368,0.87486,0.99067,1.60943e-05,1.60943e-05,1.60943e-05
78,1539.48,1.15112,0.6892,0.89376,0.58199,0.38056,0.39105,0.22184,1.3331,0.87416,0.98958,1.34311e-05,1.34311e-05,1.34311e-05
79,1558.64,1.13042,0.68599,0.89076,0.60651,0.38194,0.39147,0.22216,1.32975,0.87196,0.98787,1.15259e-05,1.15259e-05,1.15259e-05
80,1577.52,1.13237,0.68456,0.89212,0.59835,0.38,0.39239,0.22178,1.33054,0.87259,0.98766,1.03816e-05,1.03816e-05,1.03816e-05
