epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,294.787,1.49775,1.08645,0.99524,0.41007,0.26014,0.24022,0.13078,1.46502,1.14205,1.0069,0.000927057,0.000927057,0.000927057
16,314.22,1.50968,1.10017,1.00605,0.40692,0.27259,0.26379,0.14462,1.44499,1.11593,0.99929,0.000916577,0.000916577,0.000916577
17,333.51,1.49452,1.08837,0.99231,0.35635,0.29905,0.27863,0.1556,1.44389,1.12259,1.00791,0.000905463,0.000905463,0.000905463
18,352.694,1.48894,1.06071,0.98822,0.35507,0.30249,0.27576,0.15162,1.45265,1.08092,0.99769,0.000893732,0.000893732,0.000893732
19,371.928,1.48754,1.04911,0.98186,0.44252,0.28413,0.27474,0.15158,1.45077,1.09362,1.01143,0.000881401,0.000881401,0.000881401
20,391.997,1.47575,1.05033,0.98266,0.45372,0.27426,0.28871,0.15905,1.46406,1.08296,0.99444,0.00086849,0.00086849,0.00086849
21,411.743,1.46774,1.04675,0.97486,0.41754,0.29597,0.28805,0.16119,1.4227,1.05308,1.00953,0.000855018,0.000855018,0.000855018
22,431.081,1.44183,1.02107,0.98092,0.47,0.26924,0.26992,0.15288,1.43791,1.05665,0.99702,0.000841006,0.000841006,0.000841006
23,450.444,1.46505,1.02801,0.9744,0.45436,0.30062,0.30068,0.17046,1.41708,1.08317,0.98771,0.000826477,0.000826477,0.000826477
24,469.584,1.4341,0.99929,0.9678,0.45865,0.31956,0.30051,0.171,1.43971,1.06373,1.01409,0.000811452,0.000811452,0.000811452
25,489.637,1.43193,0.98862,0.96612,0.50568,0.27874,0.30386,0.17102,1.39564,1.01298,0.98197,0.000795954,0.000795954,0.000795954
26,509.303,1.4071,0.97447,0.96936,0.44286,0.30521,0.29163,0.16329,1.42947,1.03868,1.0158,0.000780007,0.000780007,0.000780007
27,528.923,1.40489,0.97185,0.973,0.46401,0.30738,0.3046,0.17116,1.41508,1.00446,0.99454,0.000763637,0.000763637,0.000763637
28,548.434,1.40664,0.96424,0.96714,0.53015,0.29484,0.32266,0.18675,1.41864,1.017,0.99047,0.000746868,0.000746868,0.000746868
29,568.427,1.39378,0.95337,0.96653,0.48329,0.29163,0.30559,0.17263,1.39254,1.01059,0.99501,0.000729725,0.000729725,0.000729725
30,588.118,1.38678,0.9501,0.96112,0.52376,0.30746,0.3305,0.18353,1.39483,1.00581,0.99001,0.000712237,0.000712237,0.000712237
31,607.448,1.38193,0.93316,0.95603,0.49412,0.2963,0.31612,0.17705,1.39228,1.00254,0.98329,0.000694428,0.000694428,0.000694428
32,626.663,1.36088,0.93209,0.95226,0.48686,0.3165,0.32743,0.1908,1.38643,0.99049,0.97527,0.000676328,0.000676328,0.000676328
33,646.039,1.37661,0.93116,0.95081,0.50904,0.30989,0.32863,0.18658,1.37668,0.97746,0.97719,0.000657963,0.000657963,0.000657963
34,665.525,1.35238,0.91604,0.95028,0.48365,0.29152,0.3121,0.18229,1.36781,0.97201,0.97814,0.000639363,0.000639363,0.000639363
35,685.319,1.36414,0.9131,0.95198,0.5123,0.30573,0.32843,0.18796,1.37122,0.9701,0.98133,0.000620555,0.000620555,0.000620555
36,704.648,1.34376,0.90181,0.95091,0.5321,0.29804,0.32286,0.18774,1.35192,0.96326,0.97458,0.00060157,0.00060157,0.00060157
37,724.426,1.3456,0.90128,0.94626,0.55166,0.30099,0.32441,0.18417,1.36575,0.96085,0.97798,0.000582435,0.000582435,0.000582435
38,744.411,1.34411,0.8972,0.94459,0.44485,0.30229,0.3128,0.17981,1.36755,0.96019,0.97787,0.000563181,0.000563181,0.000563181
39,763.87,1.33154,0.87832,0.93963,0.57076,0.28642,0.32034,0.1825,1.34851,0.93559,0.9711,0.000543837,0.000543837,0.000543837
40,783.664,1.31878,0.87445,0.94171,0.50815,0.31704,0.3299,0.19204,1.33751,0.94266,0.97181,0.000524434,0.000524434,0.000524434
41,803.481,1.3181,0.86634,0.93289,0.43129,0.34126,0.32352,0.18424,1.34932,0.94499,0.9736,0.000505,0.000505,0.000505
42,822.876,1.32066,0.85687,0.93347,0.41461,0.33082,0.32146,0.18612,1.34193,0.92483,0.96671,0.000485566,0.000485566,0.000485566
43,842.267,1.28755,0.83604,0.92896,0.51408,0.30264,0.32577,0.18161,1.35084,0.94911,0.97416,0.000466163,0.000466163,0.000466163
44,861.582,1.30639,0.84733,0.92996,0.52637,0.32124,0.34283,0.19407,1.34929,0.94625,0.97611,0.000446819,0.000446819,0.000446819
45,881.162,1.27437,0.82161,0.93083,0.4978,0.33774,0.33483,0.18449,1.36559,0.9496,0.97931,0.000427565,0.000427565,0.000427565
46,900.496,1.2935,0.83213,0.92738,0.47527,0.34039,0.34025,0.19085,1.3395,0.92399,0.96815,0.00040843,0.00040843,0.00040843
47,919.879,1.27518,0.82366,0.92001,0.49543,0.36002,0.3591,0.2037,1.33382,0.90661,0.97072,0.000389445,0.000389445,0.000389445
48,939.369,1.29922,0.83604,0.93046,0.44656,0.33975,0.32294,0.18301,1.33178,0.9127,0.97369,0.000370637,0.000370637,0.000370637
49,959.136,1.26587,0.80777,0.92119,0.48758,0.30664,0.33604,0.19489,1.31624,0.92287,0.96496,0.000352037,0.000352037,0.000352037
50,979.189,1.26658,0.80926,0.92001,0.53524,0.32499,0.34409,0.19766,1.32633,0.92227,0.9647,0.000333672,0.000333672,0.000333672
51,998.781,1.24816,0.79934,0.91312,0.45738,0.32257,0.33869,0.19216,1.33251,0.91192,0.95966,0.000315572,0.000315572,0.000315572
52,1018.05,1.2497,0.79078,0.91339,0.47081,0.33708,0.33597,0.19103,1.31969,0.9047,0.96265,0.000297763,0.000297763,0.000297763
53,1037.26,1.2636,0.79727,0.9144,0.62849,0.28553,0.33562,0.18898,1.31475,0.92573,0.95969,0.000280275,0.000280275,0.000280275
54,1057,1.24596,0.78331,0.91845,0.46577,0.3289,0.33391,0.18996,1.31439,0.91259,0.96036,0.000263132,0.000263132,0.000263132
55,1076.32,1.2388,0.78886,0.91246,0.4531,0.33292,0.34132,0.19832,1.31462,0.89326,0.96168,0.000246363,0.000246363,0.000246363
56,1095.79,1.23254,0.77359,0.9094,0.49461,0.32724,0.34201,0.19895,1.32954,0.90308,0.96909,0.000229993,0.000229993,0.000229993
57,1115.15,1.2344,0.76954,0.90658,0.47172,0.35023,0.35251,0.19812,1.30972,0.9018,0.95901,0.000214046,0.000214046,0.000214046
58,1134.64,1.22538,0.76197,0.90406,0.48172,0.32569,0.34509,0.19596,1.31835,0.89558,0.96673,0.000198548,0.000198548,0.000198548
59,1154.88,1.22969,0.77141,0.90425,0.44717,0.36441,0.34336,0.19644,1.30863,0.89593,0.96006,0.000183523,0.000183523,0.000183523
60,1174.76,1.21844,0.75972,0.90052,0.48011,0.35304,0.34573,0.20196,1.3093,0.88773,0.96419,0.000168994,0.000168994,0.000168994
61,1194.84,1.20011,0.7489,0.89937,0.45873,0.36764,0.35782,0.20595,1.30193,0.88503,0.95748,0.000154982,0.000154982,0.000154982
62,1214.02,1.2053,0.75202,0.89786,0.52443,0.34774,0.35682,0.20522,1.29209,0.88188,0.95665,0.00014151,0.00014151,0.00014151
63,1234.97,1.19818,0.7493,0.90318,0.47878,0.36743,0.35761,0.20563,1.30654,0.8793,0.95711,0.000128599,0.000128599,0.000128599
64,1254.58,1.19377,0.74389,0.90266,0.49238,0.33911,0.3441,0.2009,1.30679,0.8749,0.96151,0.000116268,0.000116268,0.000116268
65,1274.13,1.18181,0.73246,0.89811,0.51327,0.33081,0.35021,0.20345,1.30196,0.87242,0.96185,0.000104537,0.000104537,0.000104537
66,1293.21,1.2109,0.75343,0.89826,0.47555,0.36454,0.34861,0.20377,1.29716,0.87345,0.95841,9.34225e-05,9.34225e-05,9.34225e-05
67,1312.94,1.1942,0.73094,0.89876,0.49365,0.35747,0.35703,0.20517,1.30614,0.87537,0.96009,8.29431e-05,8.29431e-05,8.29431e-05
68,1332.26,1.17692,0.73266,0.9017,0.46785,0.36911,0.35826,0.20675,1.29221,0.87294,0.95731,7.31145e-05,7.31145e-05,7.31145e-05
69,1352.15,1.18894,0.73984,0.8974,0.46437,0.37862,0.36165,0.20953,1.29203,0.87198,0.95609,6.39518e-05,6.39518e-05,6.39518e-05
70,1371.73,1.18998,0.72604,0.89734,0.53856,0.32322,0.36006,0.20971,1.29166,0.86923,0.95762,5.54691e-05,5.54691e-05,5.54691e-05
71,1393.87,1.18249,0.736,0.9039,0.49446,0.34294,0.35195,0.20193,1.30705,0.88036,0.96034,4.76796e-05,4.76796e-05,4.76796e-05
72,1412.73,1.17216,0.70906,0.90057,0.46921,0.36544,0.35446,0.20304,1.31038,0.88439,0.96084,4.05953e-05,4.05953e-05,4.05953e-05
73,1431.58,1.15675,0.7045,0.89223,0.45528,0.36415,0.35154,0.20336,1.30511,0.88249,0.95733,3.4227e-05,3.4227e-05,3.4227e-05
74,1450.4,1.15473,0.69878,0.89412,0.47537,0.35119,0.35324,0.20188,1.30574,0.88232,0.95945,2.85847e-05,2.85847e-05,2.85847e-05
75,1469.12,1.15944,0.7023,0.89687,0.49464,0.34648,0.35568,0.20466,1.30149,0.87007,0.95899,2.36769e-05,2.36769e-05,2.36769e-05
76,1488.52,1.13724,0.68756,0.89193,0.4523,0.37349,0.35771,0.20504,1.30365,0.87065,0.95867,1.95113e-05,1.95113e-05,1.95113e-05
77,1507.45,1.15107,0.69963,0.89159,0.51115,0.33325,0.35597,0.20495,1.30222,0.87017,0.95833,1.60943e-05,1.60943e-05,1.60943e-05
78,1526.81,1.14322,0.68734,0.89468,0.475,0.34905,0.36101,0.20642,1.30098,0.86925,0.95839,1.34311e-05,1.34311e-05,1.34311e-05
79,1545.75,1.13135,0.68658,0.88722,0.48846,0.35489,0.35871,0.20633,1.29998,0.86697,0.95814,1.15259e-05,1.15259e-05,1.15259e-05
80,1564.5,1.14648,0.69358,0.89253,0.48633,0.34416,0.35838,0.20662,1.30075,0.86985,0.95749,1.03816e-05,1.03816e-05,1.03816e-05
