epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,266.431,0.89586,0.65749,0.83733,0.48482,0.22202,0.23293,0.12337,1.58294,1.25591,1.05944,0.000763637,0.000763637,0.000763637
15,285.342,0.84653,0.61521,0.82637,0.36615,0.22896,0.22015,0.12031,1.54884,1.25793,1.06549,0.000729725,0.000729725,0.000729725
16,304.724,0.82111,0.58892,0.82107,0.31402,0.27355,0.22378,0.12239,1.54409,1.20607,1.06765,0.000694428,0.000694428,0.000694428
17,323.633,0.79371,0.56165,0.81721,0.31457,0.24506,0.22183,0.11768,1.56334,1.21701,1.06919,0.000657963,0.000657963,0.000657963
18,342.569,0.74391,0.53142,0.80959,0.45561,0.23494,0.22942,0.12294,1.56354,1.24001,1.07314,0.000620555,0.000620555,0.000620555
19,361.261,0.71247,0.50861,0.80433,0.34167,0.22775,0.22739,0.12203,1.55744,1.2281,1.06963,0.000582435,0.000582435,0.000582435
20,380.314,0.68772,0.48734,0.80022,0.29741,0.2498,0.2188,0.11921,1.56756,1.26235,1.07653,0.000543837,0.000543837,0.000543837
21,399.388,0.66334,0.47135,0.79622,0.29565,0.24142,0.21992,0.12136,1.53154,1.25238,1.07236,0.000505,0.000505,0.000505
22,418.131,0.62979,0.45148,0.79279,0.38066,0.20925,0.20423,0.10581,1.59071,1.32462,1.08204,0.000466163,0.000466163,0.000466163
23,436.9,0.59019,0.4235,0.78773,0.29708,0.26267,0.22842,0.12446,1.5498,1.2523,1.08022,0.000427565,0.000427565,0.000427565
24,455.751,0.56981,0.40735,0.78444,0.35209,0.24081,0.22019,0.12029,1.5461,1.268,1.07227,0.000389445,0.000389445,0.000389445
25,474.614,0.53926,0.38997,0.78243,0.38563,0.23739,0.21872,0.11811,1.53471,1.2619,1.07704,0.000352037,0.000352037,0.000352037
26,493.41,0.50428,0.37059,0.77889,0.31098,0.24125,0.21896,0.11787,1.54107,1.29018,1.07842,0.000315572,0.000315572,0.000315572
27,512.119,0.48299,0.35633,0.77869,0.40257,0.23363,0.22469,0.12091,1.53633,1.31273,1.07759,0.000280275,0.000280275,0.000280275
28,530.861,0.46244,0.34287,0.77562,0.34082,0.22607,0.21593,0.11758,1.52777,1.28079,1.0801,0.000246363,0.000246363,0.000246363
29,549.579,0.44471,0.33296,0.77374,0.31441,0.22886,0.21565,0.11679,1.53693,1.32037,1.08279,0.000214046,0.000214046,0.000214046
30,568.297,0.42382,0.32098,0.77336,0.32027,0.23081,0.21471,0.11442,1.54114,1.329,1.08586,0.000183523,0.000183523,0.000183523
31,587.116,0.40489,0.30831,0.77048,0.31169,0.23085,0.21717,0.11789,1.5428,1.30873,1.09005,0.000154982,0.000154982,0.000154982
32,606.07,0.38839,0.29848,0.77084,0.3563,0.22317,0.21577,0.11571,1.54367,1.33538,1.08698,0.000128599,0.000128599,0.000128599
33,625.142,0.37307,0.28972,0.7684,0.31708,0.23209,0.21428,0.11713,1.5404,1.33185,1.08904,0.000104537,0.000104537,0.000104537
34,644.131,0.35595,0.28219,0.76925,0.31315,0.22544,0.21192,0.11609,1.54474,1.35748,1.08537,8.29431e-05,8.29431e-05,8.29431e-05
35,663.102,0.34521,0.27522,0.76791,0.32511,0.22895,0.21015,0.11506,1.54805,1.37132,1.09403,6.39518e-05,6.39518e-05,6.39518e-05
36,682.093,0.33891,0.27147,0.76677,0.34281,0.224,0.21067,0.11308,1.54711,1.35661,1.09304,4.76796e-05,4.76796e-05,4.76796e-05
37,701.077,0.33022,0.26711,0.76733,0.32087,0.23355,0.21023,0.11487,1.54368,1.35513,1.09182,3.4227e-05,3.4227e-05,3.4227e-05
38,719.826,0.32799,0.26581,0.76679,0.3227,0.22965,0.2122,0.1156,1.54552,1.35773,1.09362,2.36769e-05,2.36769e-05,2.36769e-05
39,738.579,0.31837,0.26164,0.76691,0.35268,0.22064,0.2113,0.11453,1.54551,1.36373,1.0931,1.60943e-05,1.60943e-05,1.60943e-05
40,757.49,0.32322,0.26345,0.76684,0.32982,0.22673,0.21067,0.11503,1.54414,1.36474,1.09298,1.15259e-05,1.15259e-05,1.15259e-05
