epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,295.376,1.4724,1.08417,0.9935,0.47242,0.26141,0.25661,0.136,1.49904,1.17474,1.03795,0.000927057,0.000927057,0.000927057
16,315.57,1.47994,1.08996,0.98818,0.50253,0.26668,0.27791,0.14812,1.49282,1.14816,1.03096,0.000916577,0.000916577,0.000916577
17,335.307,1.48619,1.08007,0.99307,0.47857,0.26766,0.27326,0.14665,1.51333,1.19393,1.03562,0.000905463,0.000905463,0.000905463
18,354.545,1.47273,1.05946,0.98529,0.52291,0.27065,0.2903,0.15346,1.49177,1.13761,1.02761,0.000893732,0.000893732,0.000893732
19,374.38,1.4683,1.03137,0.97821,0.44712,0.28709,0.28397,0.15708,1.46857,1.11472,1.02317,0.000881401,0.000881401,0.000881401
20,393.678,1.44236,1.01731,0.97097,0.53529,0.3035,0.31442,0.17101,1.46266,1.06631,1.01003,0.00086849,0.00086849,0.00086849
21,412.928,1.42862,1.005,0.97039,0.51945,0.29867,0.29496,0.16079,1.45021,1.08261,1.01773,0.000855018,0.000855018,0.000855018
22,432.373,1.41059,0.99325,0.97801,0.46023,0.30265,0.2909,0.15592,1.45482,1.09783,1.01037,0.000841006,0.000841006,0.000841006
23,451.598,1.44738,0.99022,0.97144,0.51764,0.29567,0.30707,0.17035,1.45542,1.04451,1.00831,0.000826477,0.000826477,0.000826477
24,471.707,1.40747,0.9678,0.9639,0.43751,0.30164,0.28432,0.15505,1.44039,1.0864,1.01764,0.000811452,0.000811452,0.000811452
25,491.295,1.41539,0.97382,0.96338,0.61433,0.30723,0.30401,0.16776,1.44779,1.07769,1.01918,0.000795954,0.000795954,0.000795954
26,510.973,1.39025,0.95852,0.96721,0.49289,0.3111,0.30456,0.16671,1.45056,1.06552,1.01734,0.000780007,0.000780007,0.000780007
27,530.488,1.39988,0.95954,0.97093,0.50167,0.29994,0.29901,0.166,1.42993,1.05562,1.01467,0.000763637,0.000763637,0.000763637
28,549.856,1.39175,0.95843,0.96275,0.49738,0.30109,0.30675,0.16704,1.42041,1.05302,1.01168,0.000746868,0.000746868,0.000746868
29,569.808,1.3894,0.94573,0.95434,0.55595,0.28869,0.29872,0.16922,1.43444,1.0315,1.01534,0.000729725,0.000729725,0.000729725
30,589.593,1.38358,0.94319,0.96006,0.47554,0.3128,0.32416,0.18089,1.42299,1.01375,1.00617,0.000712237,0.000712237,0.000712237
31,609.342,1.35957,0.91325,0.95279,0.51609,0.34148,0.34002,0.19264,1.40826,0.99537,1.0074,0.000694428,0.000694428,0.000694428
32,628.507,1.33618,0.90796,0.95155,0.49955,0.29756,0.31294,0.16753,1.4229,1.01994,1.01031,0.000676328,0.000676328,0.000676328
33,648.414,1.36968,0.9197,0.95015,0.57522,0.30914,0.33278,0.1866,1.38497,0.99256,0.99959,0.000657963,0.000657963,0.000657963
34,668.277,1.34627,0.91675,0.95203,0.56086,0.32194,0.32589,0.18112,1.40311,1.00821,1.00127,0.000639363,0.000639363,0.000639363
35,687.489,1.36558,0.9079,0.95111,0.52639,0.29759,0.31334,0.17795,1.38841,1.01243,0.9996,0.000620555,0.000620555,0.000620555
36,707.115,1.31694,0.88183,0.94408,0.47156,0.32307,0.30993,0.17718,1.39735,0.98828,0.9984,0.00060157,0.00060157,0.00060157
37,726.497,1.32628,0.87626,0.94126,0.51227,0.3339,0.33704,0.18683,1.38011,0.97018,0.99182,0.000582435,0.000582435,0.000582435
38,746.787,1.33039,0.8915,0.93747,0.49345,0.33317,0.33019,0.18531,1.38792,0.97809,0.99507,0.000563181,0.000563181,0.000563181
39,766.36,1.32225,0.86544,0.93497,0.45001,0.33056,0.33274,0.1894,1.38355,0.97199,1.00273,0.000543837,0.000543837,0.000543837
40,785.879,1.31486,0.86188,0.93958,0.51534,0.30396,0.32689,0.1885,1.39086,0.97651,1.00103,0.000524434,0.000524434,0.000524434
41,805.373,1.28672,0.84907,0.92954,0.54371,0.31033,0.32561,0.18418,1.39694,0.97088,1.00295,0.000505,0.000505,0.000505
42,825.491,1.31153,0.85675,0.93055,0.48045,0.3492,0.34039,0.19271,1.37723,0.95748,0.99355,0.000485566,0.000485566,0.000485566
43,844.877,1.28891,0.84137,0.92714,0.47039,0.33115,0.32084,0.17871,1.39631,0.9697,1.00622,0.000466163,0.000466163,0.000466163
44,864.794,1.28659,0.84024,0.92419,0.60117,0.3159,0.32611,0.18456,1.37261,0.9491,0.992,0.000446819,0.000446819,0.000446819
45,883.946,1.27177,0.82955,0.92872,0.51415,0.32985,0.32408,0.18354,1.38146,0.95085,0.99771,0.000427565,0.000427565,0.000427565
46,903.31,1.2702,0.8265,0.91891,0.48026,0.32598,0.3278,0.18496,1.35494,0.9453,0.99058,0.00040843,0.00040843,0.00040843
47,922.962,1.27158,0.82283,0.92426,0.50944,0.32835,0.33519,0.18727,1.37547,0.94651,0.991,0.000389445,0.000389445,0.000389445
48,942.272,1.27282,0.81869,0.92333,0.52451,0.3293,0.33426,0.18773,1.36604,0.94121,0.99493,0.000370637,0.000370637,0.000370637
49,961.385,1.26357,0.80565,0.9176,0.49468,0.34327,0.34278,0.19671,1.37497,0.94199,0.99115,0.000352037,0.000352037,0.000352037
50,981.339,1.24075,0.79331,0.91611,0.58645,0.32024,0.34227,0.19926,1.3633,0.92961,0.99056,0.000333672,0.000333672,0.000333672
51,1000.84,1.24998,0.78603,0.91509,0.56805,0.33311,0.34653,0.19438,1.36992,0.93577,0.99288,0.000315572,0.000315572,0.000315572
52,1020.37,1.22337,0.78008,0.90945,0.57398,0.3327,0.34967,0.20136,1.35022,0.923,0.98319,0.000297763,0.000297763,0.000297763
53,1039.68,1.24975,0.78691,0.91215,0.53654,0.36406,0.3521,0.19817,1.34306,0.92167,0.98625,0.000280275,0.000280275,0.000280275
54,1059.55,1.24582,0.78671,0.91152,0.53827,0.3362,0.34702,0.1968,1.35324,0.8983,0.99018,0.000263132,0.000263132,0.000263132
55,1079.53,1.21131,0.77794,0.90664,0.54919,0.33545,0.34498,0.19872,1.3531,0.91931,0.99633,0.000246363,0.000246363,0.000246363
56,1099.38,1.22229,0.77145,0.90283,0.51876,0.34417,0.34655,0.19584,1.35375,0.92091,0.9964,0.000229993,0.000229993,0.000229993
57,1119.05,1.21664,0.76594,0.91293,0.57427,0.35732,0.35349,0.20045,1.34867,0.91622,0.98625,0.000214046,0.000214046,0.000214046
58,1138.49,1.21262,0.75339,0.90022,0.59683,0.34394,0.36097,0.20601,1.32897,0.90272,0.987,0.000198548,0.000198548,0.000198548
59,1157.89,1.19919,0.7466,0.90065,0.66206,0.32914,0.3656,0.2105,1.34465,0.89953,0.9877,0.000183523,0.000183523,0.000183523
60,1177.74,1.19025,0.73863,0.89669,0.5314,0.35689,0.35245,0.20509,1.32354,0.88848,0.98142,0.000168994,0.000168994,0.000168994
61,1197.3,1.18244,0.74162,0.89911,0.55917,0.34067,0.35026,0.20306,1.33041,0.89789,0.98929,0.000154982,0.000154982,0.000154982
62,1217,1.18946,0.74285,0.89532,0.48855,0.35327,0.34585,0.20317,1.32836,0.89026,0.98281,0.00014151,0.00014151,0.00014151
63,1237.1,1.19319,0.74367,0.90008,0.55987,0.33727,0.35798,0.20978,1.3232,0.89209,0.98143,0.000128599,0.000128599,0.000128599
64,1256.39,1.1801,0.73537,0.89675,0.54176,0.33576,0.35271,0.20658,1.32886,0.88893,0.9854,0.000116268,0.000116268,0.000116268
65,1276.04,1.16923,0.72995,0.89217,0.58333,0.33353,0.35208,0.20705,1.32561,0.89279,0.98638,0.000104537,0.000104537,0.000104537
66,1295.71,1.17571,0.72616,0.89656,0.56381,0.3421,0.35133,0.20525,1.3319,0.88711,0.98431,9.34225e-05,9.34225e-05,9.34225e-05
67,1315.5,1.17305,0.72234,0.89088,0.52805,0.3549,0.35657,0.20879,1.3323,0.8854,0.98322,8.29431e-05,8.29431e-05,8.29431e-05
68,1335.38,1.16618,0.72279,0.8923,0.56234,0.33634,0.35807,0.20837,1.32038,0.88641,0.981,7.31145e-05,7.31145e-05,7.31145e-05
69,1354.81,1.18095,0.72947,0.89332,0.61119,0.33276,0.36005,0.21087,1.32186,0.88587,0.98371,6.39518e-05,6.39518e-05,6.39518e-05
70,1374.1,1.17583,0.72305,0.89338,0.56942,0.33442,0.358,0.20703,1.31629,0.88078,0.98299,5.54691e-05,5.54691e-05,5.54691e-05
71,1396.77,1.17513,0.73208,0.90134,0.54206,0.34925,0.36246,0.20819,1.34257,0.90128,0.99631,4.76796e-05,4.76796e-05,4.76796e-05
72,1416.02,1.16587,0.70843,0.89712,0.50437,0.35814,0.3645,0.20956,1.34251,0.8985,0.9939,4.05953e-05,4.05953e-05,4.05953e-05
73,1435.41,1.1421,0.6957,0.89209,0.53527,0.34552,0.35703,0.20606,1.33345,0.89943,0.98902,3.4227e-05,3.4227e-05,3.4227e-05
74,1454.3,1.1451,0.7,0.89301,0.63401,0.32399,0.36111,0.20799,1.33408,0.89747,0.98906,2.85847e-05,2.85847e-05,2.85847e-05
75,1472.97,1.13851,0.69336,0.88987,0.60984,0.32553,0.35919,0.206,1.32636,0.89402,0.98544,2.36769e-05,2.36769e-05,2.36769e-05
76,1492.12,1.13309,0.68669,0.88919,0.60246,0.3256,0.35944,0.20747,1.32672,0.8898,0.98595,1.95113e-05,1.95113e-05,1.95113e-05
77,1511.04,1.13985,0.69474,0.89283,0.57696,0.32817,0.36028,0.20634,1.32531,0.8891,0.98618,1.60943e-05,1.60943e-05,1.60943e-05
78,1529.85,1.13486,0.68108,0.89024,0.56002,0.33133,0.35901,0.2053,1.32345,0.88793,0.98514,1.34311e-05,1.34311e-05,1.34311e-05
79,1548.59,1.12223,0.68206,0.89028,0.56624,0.32825,0.35865,0.20565,1.32157,0.88516,0.98427,1.15259e-05,1.15259e-05,1.15259e-05
80,1567.36,1.13016,0.67933,0.89068,0.55208,0.33827,0.35792,0.20675,1.32129,0.8867,0.98483,1.03816e-05,1.03816e-05,1.03816e-05
